 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  29. 3.2022    Time:  17:26: 1
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -240.91  0.2718  0.4676E-01  0.9241E-03       -216.13  0.2807  0.2580E+00  0.9059E-03       -193.62  0.2889  0.3239E+00  0.8833E-03
          0.0230     -240.51  0.2720  0.4676E-01  0.9239E-03       -215.94  0.2808  0.2491E+00  0.9059E-03       -193.56  0.2889  0.3170E+00  0.8833E-03
          0.0399     -239.99  0.2721  0.4676E-01  0.9240E-03       -215.67  0.2809  0.2363E+00  0.9059E-03       -193.47  0.2889  0.3073E+00  0.8833E-03
          0.0619     -239.42  0.2724  0.4676E-01  0.9240E-03       -215.33  0.2810  0.2225E+00  0.9059E-03       -193.34  0.2890  0.2955E+00  0.8833E-03
          0.0904     -238.76  0.2726  0.4676E-01  0.9240E-03       -214.90  0.2812  0.2072E+00  0.9059E-03       -193.15  0.2890  0.2813E+00  0.8833E-03
          0.1276     -238.02  0.2729  0.4676E-01  0.9240E-03       -214.37  0.2814  0.1917E+00  0.9059E-03       -192.89  0.2891  0.2651E+00  0.8833E-03
          0.1758     -237.18  0.2732  0.4676E-01  0.9240E-03       -213.74  0.2816  0.1762E+00  0.9059E-03       -192.54  0.2892  0.2475E+00  0.8833E-03
          0.2386     -236.23  0.2735  0.4676E-01  0.9240E-03       -213.00  0.2819  0.1614E+00  0.9059E-03       -192.06  0.2894  0.2294E+00  0.8833E-03
          0.3232     -238.37  0.2729  0.2378E+00  0.9260E-03       -212.88  0.2819  0.2010E+00  0.9059E-03       -191.69  0.2896  0.2319E+00  0.8833E-03
          0.4360     -244.33  0.2708  0.4930E+00  0.9285E-03       -214.61  0.2814  0.3173E+00  0.9060E-03       -192.10  0.2894  0.2916E+00  0.8834E-03
          0.5770     -247.99  0.2695  0.4743E+00  0.9286E-03       -217.02  0.2804  0.3938E+00  0.9061E-03       -193.19  0.2890  0.3659E+00  0.8833E-03
          0.7885     -239.89  0.2717  0.4676E-01  0.9252E-03       -215.48  0.2808  0.2587E+00  0.9060E-03       -192.90  0.2891  0.3242E+00  0.8833E-03
          1.0000     -236.80  0.2735  0.4676E-01  0.9252E-03       -213.13  0.2818  0.1929E+00  0.9060E-03       -191.73  0.2895  0.2578E+00  0.8833E-03
end
