 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  29. 3.2022    Time:  17:28:28
 Units: L = cm   , T = days , M = mg   

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

       0.0100  0.23862E-01  0.37924E-02  0.23859E-01  0.37916E-02 -0.57763E+00  0.23862E-03  0.37924E-04  0.23859E-03  0.37916E-04 -0.57763E-02 -0.75885E+02 -0.32497E+02  0.22064E+03  0.00000E+00  0.00000E+00  0.11049E+03  0.59198E-06  0.23918E-03      1  0.00000E+00      0.000
       0.0230  0.23608E-01  0.37924E-02  0.23612E-01  0.37916E-02 -0.51220E+00  0.54553E-03  0.87226E-04  0.54554E-03  0.87206E-04 -0.12435E-01 -0.75963E+02 -0.32755E+02  0.22064E+03  0.00000E+00  0.00000E+00  0.11048E+03  0.46573E-05  0.55020E-03      2  0.00000E+00      0.000
       0.0399  0.22983E-01  0.37924E-02  0.22978E-01  0.37916E-02 -0.44500E+00  0.93395E-03  0.15132E-03  0.93388E-03  0.15128E-03 -0.19955E-01 -0.76145E+02 -0.33069E+02  0.22064E+03  0.00000E+00  0.00000E+00  0.11047E+03  0.20506E-04  0.95438E-03      3  0.00000E+00      0.000
       0.0619  0.21683E-01  0.37924E-02  0.21692E-01  0.37915E-02 -0.39061E+00  0.14103E-02  0.23464E-03  0.14104E-02  0.23458E-03 -0.28537E-01 -0.76430E+02 -0.33376E+02  0.22064E+03  0.00000E+00  0.00000E+00  0.11046E+03  0.69684E-04  0.14801E-02      4  0.00000E+00      0.000
       0.0904  0.19207E-01  0.37924E-02  0.19199E-01  0.37915E-02 -0.33446E+00  0.19589E-02  0.34295E-03  0.19588E-02  0.34287E-03 -0.38090E-01 -0.76796E+02 -0.33716E+02  0.22064E+03  0.00000E+00  0.00000E+00  0.11045E+03  0.20431E-03  0.21631E-02      5  0.00000E+00      0.000
       0.1276  0.14790E-01  0.37924E-02  0.14790E-01  0.37915E-02 -0.27787E+00  0.25081E-02  0.48376E-03  0.25079E-02  0.48365E-03 -0.48407E-01 -0.77207E+02 -0.34071E+02  0.22064E+03  0.00000E+00  0.00000E+00  0.11044E+03  0.54333E-03  0.30513E-02      6  0.00000E+00      0.000
       0.1758  0.74016E-02  0.37924E-02  0.73927E-02  0.37915E-02 -0.22172E+00  0.28653E-02  0.66682E-03  0.28648E-02  0.66666E-03 -0.59109E-01 -0.77625E+02 -0.34427E+02  0.22064E+03  0.00000E+00  0.00000E+00  0.11043E+03  0.13407E-02  0.42055E-02      7  0.00000E+00      0.000
       0.2258 -0.15401E-02  0.37924E-02 -0.15414E-02  0.37915E-02 -0.17663E+00  0.27883E-02  0.85644E-03  0.27877E-02  0.85623E-03 -0.67940E-01 -0.77954E+02 -0.34713E+02  0.22064E+03  0.00000E+00  0.00000E+00  0.11042E+03  0.26138E-02  0.54015E-02      8  0.00000E+00      0.000
