 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:   3. 3.2022    Time:  23: 2:29
 Units: L = cm   , T = days , M = mg   


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000    -189.305 0.2906   0.1398E+01  0.3947E-03 -0.3052E-01  0.0000E+00      -1  -0.702E-03   20.00  0.2746E-02  0.1097E+00
   2    -3.0000    -186.369 0.2918   0.1463E+01  0.3986E-03 -0.7602E-01  0.0000E+00      -1  -0.175E-02   20.00  0.2837E-02  0.1135E+00
   3    -6.0000    -183.613 0.2929   0.1525E+01  0.4022E-03 -0.1651E+00  0.0000E+00      -1  -0.380E-02   20.00  0.2893E-02  0.1158E+00
   4    -9.0000    -181.016 0.2940   0.1582E+01  0.4055E-03 -0.2471E+00  0.2558E-02      -1  -0.569E-02   20.00  0.2913E-02  0.1166E+00
   5   -12.0000    -178.548 0.2950   0.1637E+01  0.4087E-03 -0.3210E+00  0.2559E-02      -1  -0.739E-02   20.00  0.2894E-02  0.1159E+00
   6   -15.0000    -176.191 0.2960   0.1690E+01  0.4118E-03 -0.3893E+00  0.2560E-02      -1  -0.896E-02   20.00  0.2843E-02  0.1138E+00
   7   -18.0000    -173.929 0.2970   0.1740E+01  0.4148E-03 -0.4519E+00  0.2561E-02      -1  -0.104E-01   20.00  0.2773E-02  0.1109E+00
   8   -21.0000    -171.748 0.2979   0.1789E+01  0.4176E-03 -0.5091E+00  0.2562E-02      -1  -0.117E-01   20.00  0.2701E-02  0.1080E+00
   9   -24.0000    -169.636 0.2988   0.1836E+01  0.4203E-03 -0.5604E+00  0.2508E-02      -1  -0.129E-01   20.00  0.2639E-02  0.1055E+00
  10   -27.0000    -167.579 0.2996   0.1882E+01  0.4230E-03 -0.6057E+00  0.2369E-02      -1  -0.139E-01   20.00  0.2593E-02  0.1036E+00
  11   -30.0000    -165.567 0.3005   0.1927E+01  0.4256E-03 -0.6462E+00  0.2230E-02      -1  -0.149E-01   20.00  0.2564E-02  0.1025E+00
  12   -33.0000    -163.591 0.3013   0.1971E+01  0.4282E-03 -0.6816E+00  0.2092E-02      -1  -0.157E-01   20.00  0.2546E-02  0.1018E+00
  13   -36.0000    -161.642 0.3021   0.2014E+01  0.4307E-03 -0.7120E+00  0.1953E-02      -1  -0.164E-01   20.00  0.2535E-02  0.1013E+00
  14   -39.0000    -159.712 0.3029   0.2057E+01  0.4333E-03 -0.7375E+00  0.1814E-02      -1  -0.170E-01   20.00  0.2529E-02  0.1011E+00
  15   -42.0000    -157.793 0.3037   0.2100E+01  0.4358E-03 -0.7584E+00  0.1675E-02      -1  -0.175E-01   20.00  0.2528E-02  0.1011E+00
  16   -45.0000    -155.879 0.3045   0.2143E+01  0.4382E-03 -0.7756E+00  0.1536E-02      -1  -0.178E-01   20.00  0.2528E-02  0.1011E+00
  17   -48.0000    -153.965 0.3053   0.2185E+01  0.4407E-03 -0.7885E+00  0.1396E-02      -1  -0.181E-01   20.00  0.2528E-02  0.1011E+00
  18   -51.0000    -152.044 0.3061   0.2228E+01  0.4432E-03 -0.7983E+00  0.1257E-02      -1  -0.184E-01   20.00  0.2528E-02  0.1011E+00
  19   -54.0000    -150.107 0.3070   0.2304E+01  0.4455E-03 -0.8053E+00  0.1118E-02      -1  -0.185E-01   20.00  0.2528E-02  0.1011E+00
  20   -57.0000    -148.141 0.3079   0.2383E+01  0.4478E-03 -0.8084E+00  0.9783E-03      -1  -0.186E-01   20.00  0.2528E-02  0.1011E+00
  21   -60.0000    -146.143 0.3088   0.2462E+01  0.4501E-03 -0.8091E+00  0.8387E-03      -1  -0.186E-01   20.00  0.2528E-02  0.1011E+00
  22   -63.0000    -144.113 0.3098   0.2543E+01  0.4524E-03 -0.8077E+00  0.6991E-03      -1  -0.186E-01   20.00  0.2528E-02  0.1011E+00
  23   -66.0000    -142.049 0.3107   0.2625E+01  0.4548E-03 -0.8037E+00  0.5594E-03      -1  -0.185E-01   20.00  0.2528E-02  0.1011E+00
  24   -69.0000    -139.950 0.3117   0.2709E+01  0.4572E-03 -0.7977E+00  0.4197E-03      -1  -0.184E-01   20.00  0.2528E-02  0.1011E+00
  25   -72.0000    -137.816 0.3127   0.2794E+01  0.4597E-03 -0.7901E+00  0.2798E-03      -1  -0.182E-01   20.00  0.2528E-02  0.1011E+00
  26   -75.0000    -135.647 0.3137   0.2880E+01  0.4622E-03 -0.7809E+00  0.1400E-03      -1  -0.180E-01   20.00  0.2528E-02  0.1011E+00
  27   -78.0000    -133.443 0.3147   0.2968E+01  0.4648E-03 -0.7706E+00  0.0000E+00      -1  -0.177E-01   20.00  0.2528E-02  0.1011E+00
  28   -81.0000    -131.205 0.3157   0.3058E+01  0.4673E-03 -0.7591E+00  0.0000E+00      -1  -0.175E-01   20.00  0.2528E-02  0.1011E+00
  29   -84.0000    -128.933 0.3168   0.3148E+01  0.4700E-03 -0.7470E+00  0.0000E+00      -1  -0.172E-01   20.00  0.2528E-02  0.1011E+00
  30   -87.0000    -126.629 0.3179   0.3240E+01  0.4726E-03 -0.7336E+00  0.0000E+00      -1  -0.169E-01   20.00  0.2528E-02  0.1011E+00
  31   -90.0000    -124.292 0.3189   0.3333E+01  0.4753E-03 -0.7192E+00  0.0000E+00      -1  -0.165E-01   20.00  0.2528E-02  0.1011E+00
  32   -93.0000    -121.924 0.3200   0.3427E+01  0.4781E-03 -0.7054E+00  0.0000E+00      -1  -0.162E-01   20.00  0.2528E-02  0.1011E+00
  33   -96.0000    -119.525 0.3212   0.3547E+01  0.4804E-03 -0.6909E+00  0.0000E+00      -1  -0.159E-01   20.00  0.2528E-02  0.1011E+00
  34   -99.0000    -117.090 0.3224   0.3708E+01  0.4822E-03 -0.6750E+00  0.0000E+00      -1  -0.155E-01   20.00  0.2528E-02  0.1011E+00
  35  -102.0000    -114.618 0.3236   0.3871E+01  0.4839E-03 -0.6590E+00  0.0000E+00      -1  -0.152E-01   20.00  0.2528E-02  0.1011E+00
  36  -105.0000    -112.112 0.3248   0.4036E+01  0.4857E-03 -0.6427E+00  0.0000E+00      -1  -0.148E-01   20.00  0.2528E-02  0.1011E+00
  37  -108.0000    -109.574 0.3260   0.4204E+01  0.4875E-03 -0.6274E+00  0.0000E+00      -1  -0.144E-01   20.00  0.2528E-02  0.1011E+00
  38  -111.0000    -107.008 0.3273   0.4373E+01  0.4893E-03 -0.6126E+00  0.0000E+00      -1  -0.141E-01   20.00  0.2528E-02  0.1011E+00
  39  -114.0000    -104.415 0.3286   0.4544E+01  0.4912E-03 -0.5965E+00  0.0000E+00      -1  -0.137E-01   20.00  0.2528E-02  0.1011E+00
  40  -117.0000    -101.796 0.3299   0.4717E+01  0.4930E-03 -0.5815E+00  0.0000E+00      -1  -0.134E-01   20.00  0.2528E-02  0.1011E+00
  41  -120.0000     -99.155 0.3311   0.4891E+01  0.4949E-03 -0.5679E+00  0.0000E+00      -1  -0.131E-01   20.00  0.2528E-02  0.1011E+00
  42  -123.0000     -96.493 0.3325   0.5067E+01  0.4968E-03 -0.5535E+00  0.0000E+00      -1  -0.127E-01   20.00  0.2528E-02  0.1011E+00
  43  -126.0000     -93.809 0.3338   0.5302E+01  0.4974E-03 -0.5396E+00  0.0000E+00      -1  -0.124E-01   20.00  0.2528E-02  0.1011E+00
  44  -129.0000     -91.103 0.3351   0.5577E+01  0.4973E-03 -0.5266E+00  0.0000E+00      -1  -0.121E-01   20.00  0.2528E-02  0.1011E+00
  45  -132.0000     -88.376 0.3365   0.5854E+01  0.4972E-03 -0.5128E+00  0.0000E+00      -1  -0.118E-01   20.00  0.2528E-02  0.1011E+00
  46  -135.0000     -85.629 0.3379   0.6134E+01  0.4971E-03 -0.5006E+00  0.0000E+00      -1  -0.115E-01   20.00  0.2528E-02  0.1011E+00
  47  -138.0000     -82.866 0.3392   0.6414E+01  0.4969E-03 -0.4893E+00  0.0000E+00      -1  -0.113E-01   20.00  0.2528E-02  0.1011E+00
  48  -141.0000     -80.087 0.3406   0.6697E+01  0.4968E-03 -0.4774E+00  0.0000E+00      -1  -0.110E-01   20.00  0.2528E-02  0.1011E+00
  49  -144.0000     -77.294 0.3420   0.6980E+01  0.4967E-03 -0.4659E+00  0.0000E+00      -1  -0.107E-01   20.00  0.2528E-02  0.1011E+00
  50  -147.0000     -74.487 0.3434   0.7318E+01  0.4954E-03 -0.4557E+00  0.0000E+00      -1  -0.105E-01   20.00  0.2528E-02  0.1011E+00
  51  -150.0000     -71.667 0.3448   0.7732E+01  0.4924E-03 -0.4454E+00  0.0000E+00      -1  -0.102E-01   20.00  0.2528E-02  0.1011E+00
  52  -153.0000     -68.833 0.3462   0.8148E+01  0.4894E-03 -0.4355E+00  0.0000E+00      -1  -0.100E-01   20.00  0.2528E-02  0.1011E+00
  53  -156.0000     -65.988 0.3476   0.8565E+01  0.4864E-03 -0.4279E+00  0.0000E+00      -1  -0.985E-02   20.00  0.2528E-02  0.1011E+00
  54  -159.0000     -63.133 0.3490   0.8984E+01  0.4834E-03 -0.4189E+00  0.0000E+00      -1  -0.964E-02   20.00  0.2528E-02  0.1011E+00
  55  -162.0000     -60.268 0.3504   0.9404E+01  0.4804E-03 -0.4102E+00  0.0000E+00      -1  -0.944E-02   20.00  0.2528E-02  0.1011E+00
  56  -165.0000     -57.394 0.3517   0.9964E+01  0.4743E-03 -0.4033E+00  0.0000E+00      -1  -0.928E-02   20.00  0.2528E-02  0.1011E+00
  57  -168.0000     -54.511 0.3531   0.1054E+02  0.4679E-03 -0.3967E+00  0.0000E+00      -1  -0.913E-02   20.00  0.2528E-02  0.1011E+00
  58  -171.0000     -51.620 0.3544   0.1112E+02  0.4614E-03 -0.3889E+00  0.0000E+00      -1  -0.895E-02   20.00  0.2528E-02  0.1011E+00
  59  -174.0000     -48.721 0.3558   0.1170E+02  0.4549E-03 -0.3829E+00  0.0000E+00      -1  -0.881E-02   20.00  0.2528E-02  0.1011E+00
  60  -177.0000     -45.816 0.3571   0.1239E+02  0.4463E-03 -0.3781E+00  0.0000E+00      -1  -0.870E-02   20.00  0.2528E-02  0.1011E+00
  61  -180.0000     -42.904 0.3583   0.1315E+02  0.4360E-03 -0.3723E+00  0.0000E+00      -1  -0.857E-02   20.00  0.2528E-02  0.1011E+00
  62  -183.0000     -39.986 0.3596   0.1392E+02  0.4258E-03 -0.3664E+00  0.0000E+00      -1  -0.843E-02   20.00  0.2528E-02  0.1011E+00
  63  -186.0000     -37.062 0.3609   0.1473E+02  0.4147E-03 -0.3614E+00  0.0000E+00      -1  -0.832E-02   20.00  0.2528E-02  0.1011E+00
  64  -189.0000     -34.133 0.3620   0.1570E+02  0.4005E-03 -0.3580E+00  0.0000E+00      -1  -0.824E-02   20.00  0.2528E-02  0.1011E+00
  65  -192.0000     -31.199 0.3632   0.1667E+02  0.3864E-03 -0.3559E+00  0.0000E+00      -1  -0.819E-02   20.00  0.2528E-02  0.1011E+00
  66  -195.0000     -28.261 0.3643   0.1776E+02  0.3701E-03 -0.3522E+00  0.0000E+00      -1  -0.810E-02   20.00  0.2528E-02  0.1011E+00
  67  -198.0000     -25.318 0.3654   0.1895E+02  0.3519E-03 -0.3475E+00  0.0000E+00      -1  -0.800E-02   20.00  0.2528E-02  0.1011E+00
  68  -201.0000     -22.371 0.3664   0.2025E+02  0.3321E-03 -0.3444E+00  0.0000E+00      -1  -0.792E-02   20.00  0.2528E-02  0.1011E+00
  69  -204.0000     -19.420 0.3674   0.2169E+02  0.3100E-03 -0.3438E+00  0.0000E+00      -1  -0.791E-02   20.00  0.2528E-02  0.1011E+00
