 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  29. 3.2022    Time:  17:28: 2
 Units: L = cm   , T = days , M = mg   

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

       0.0100  0.15520E-01  0.58659E-01  0.15525E-01  0.58453E-01 -0.25319E+01  0.15520E-03  0.58659E-03  0.15525E-03  0.58453E-03 -0.25319E-01 -0.14492E+03 -0.11520E+03  0.70489E+02  0.00000E+00  0.00000E+00  0.10465E+03  0.19733E-05  0.15723E-03      1  0.00000E+00      0.000
       0.0200  0.14929E-01  0.58659E-01  0.14923E-01  0.58449E-01 -0.27185E+01  0.30450E-03  0.11732E-02  0.30449E-03  0.11690E-02 -0.52504E-01 -0.14584E+03 -0.11582E+03  0.70489E+02  0.00000E+00  0.00000E+00  0.10462E+03  0.98585E-05  0.31434E-03      2  0.00000E+00      0.000
       0.0330  0.13576E-01  0.58659E-01  0.13576E-01  0.58444E-01 -0.28706E+01  0.48098E-03  0.19357E-02  0.48097E-03  0.19288E-02 -0.89822E-01 -0.14719E+03 -0.11675E+03  0.70489E+02  0.00000E+00  0.00000E+00  0.10458E+03  0.37703E-04  0.51867E-03      3  0.00000E+00      0.000
       0.0499  0.10843E-01  0.58659E-01  0.10842E-01  0.58437E-01 -0.29566E+01  0.66423E-03  0.29271E-02  0.66420E-03  0.29164E-02 -0.13979E+00 -0.14874E+03 -0.11787E+03  0.70489E+02  0.00000E+00  0.00000E+00  0.10453E+03  0.12009E-03  0.78429E-03      4  0.00000E+00      0.000
       0.0719  0.56940E-02  0.58659E-01  0.56963E-02  0.58428E-01 -0.30136E+01  0.78933E-03  0.42158E-02  0.78935E-03  0.42000E-02 -0.20600E+00 -0.15065E+03 -0.11930E+03  0.70489E+02  0.00000E+00  0.00000E+00  0.10447E+03  0.34031E-03  0.11297E-02      5  0.00000E+00      0.000
       0.1004 -0.35399E-02  0.58659E-01 -0.35437E-02  0.58417E-01 -0.30333E+01  0.68822E-03  0.58912E-02  0.68814E-03  0.58685E-02 -0.29263E+00 -0.15290E+03 -0.12106E+03  0.70489E+02  0.00000E+00  0.00000E+00  0.10438E+03  0.89044E-03  0.15786E-02      6  0.00000E+00      0.000
       0.1376 -0.19366E-01  0.58659E-01 -0.19361E-01  0.58404E-01 -0.30136E+01 -0.30829E-04  0.80691E-02 -0.30724E-04  0.80370E-02 -0.40452E+00 -0.15555E+03 -0.12322E+03  0.70489E+02  0.00000E+00  0.00000E+00  0.10426E+03  0.21929E-02  0.21622E-02      7  0.00000E+00      0.000
       0.1858 -0.45046E-01  0.58659E-01 -0.45044E-01  0.58387E-01 -0.29460E+01 -0.22051E-02  0.10900E-01 -0.22049E-02  0.10855E-01 -0.54672E+00 -0.15857E+03 -0.12579E+03  0.70489E+02  0.00000E+00  0.00000E+00  0.10412E+03  0.51258E-02  0.29208E-02      8  0.00000E+00      0.000
