 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 3.2022    Time:   8:56:48
 Units: L = cm   , T = days , M = mg   


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000    -195.448 0.2882   0.1300E+01  0.3871E-03 -0.1625E-01  0.0000E+00      -1  -0.374E-03   20.00  0.8496E-03  0.1019E+00
   2    -3.0000    -192.485 0.2893   0.1334E+01  0.3907E-03 -0.4491E-01  0.0000E+00      -1  -0.103E-02   20.00  0.8639E-03  0.1037E+00
   3    -6.0000    -189.647 0.2904   0.1390E+01  0.3943E-03 -0.1028E+00  0.0000E+00      -1  -0.237E-02   20.00  0.8731E-03  0.1048E+00
   4    -9.0000    -186.926 0.2915   0.1451E+01  0.3978E-03 -0.1573E+00  0.1011E-02      -1  -0.362E-02   20.00  0.8790E-03  0.1055E+00
   5   -12.0000    -184.296 0.2926   0.1509E+01  0.4013E-03 -0.2064E+00  0.1012E-02      -1  -0.475E-02   20.00  0.8823E-03  0.1059E+00
   6   -15.0000    -181.745 0.2937   0.1566E+01  0.4046E-03 -0.2519E+00  0.1012E-02      -1  -0.580E-02   20.00  0.8833E-03  0.1060E+00
   7   -18.0000    -179.260 0.2947   0.1622E+01  0.4078E-03 -0.2929E+00  0.1013E-02      -1  -0.674E-02   20.00  0.8833E-03  0.1060E+00
   8   -21.0000    -176.828 0.2958   0.1676E+01  0.4110E-03 -0.3297E+00  0.1013E-02      -1  -0.759E-02   20.00  0.8833E-03  0.1060E+00
   9   -24.0000    -174.440 0.2968   0.1729E+01  0.4141E-03 -0.3629E+00  0.1003E-02      -1  -0.835E-02   20.00  0.8833E-03  0.1060E+00
  10   -27.0000    -172.087 0.2977   0.1781E+01  0.4172E-03 -0.3923E+00  0.9505E-03      -1  -0.903E-02   20.00  0.8834E-03  0.1060E+00
  11   -30.0000    -169.761 0.2987   0.1833E+01  0.4202E-03 -0.4180E+00  0.8980E-03      -1  -0.962E-02   20.00  0.8834E-03  0.1060E+00
  12   -33.0000    -167.455 0.2997   0.1885E+01  0.4232E-03 -0.4404E+00  0.8455E-03      -1  -0.101E-01   20.00  0.8834E-03  0.1060E+00
  13   -36.0000    -165.163 0.3006   0.1936E+01  0.4262E-03 -0.4598E+00  0.7930E-03      -1  -0.106E-01   20.00  0.8834E-03  0.1060E+00
  14   -39.0000    -162.880 0.3016   0.1987E+01  0.4291E-03 -0.4761E+00  0.7404E-03      -1  -0.110E-01   20.00  0.8834E-03  0.1060E+00
  15   -42.0000    -160.601 0.3025   0.2037E+01  0.4321E-03 -0.4896E+00  0.6877E-03      -1  -0.113E-01   20.00  0.8834E-03  0.1060E+00
  16   -45.0000    -158.322 0.3035   0.2088E+01  0.4351E-03 -0.5008E+00  0.6350E-03      -1  -0.115E-01   20.00  0.8834E-03  0.1060E+00
  17   -48.0000    -156.040 0.3044   0.2139E+01  0.4380E-03 -0.5094E+00  0.5823E-03      -1  -0.117E-01   20.00  0.8834E-03  0.1060E+00
  18   -51.0000    -153.751 0.3054   0.2190E+01  0.4410E-03 -0.5155E+00  0.5295E-03      -1  -0.119E-01   20.00  0.8834E-03  0.1060E+00
  19   -54.0000    -151.451 0.3064   0.2251E+01  0.4439E-03 -0.5205E+00  0.4767E-03      -1  -0.120E-01   20.00  0.8834E-03  0.1060E+00
  20   -57.0000    -149.134 0.3075   0.2343E+01  0.4466E-03 -0.5239E+00  0.4239E-03      -1  -0.121E-01   20.00  0.8833E-03  0.1060E+00
  21   -60.0000    -146.793 0.3085   0.2436E+01  0.4493E-03 -0.5253E+00  0.3710E-03      -1  -0.121E-01   20.00  0.8834E-03  0.1060E+00
  22   -63.0000    -144.428 0.3096   0.2531E+01  0.4520E-03 -0.5258E+00  0.3181E-03      -1  -0.121E-01   20.00  0.8833E-03  0.1060E+00
  23   -66.0000    -142.040 0.3107   0.2626E+01  0.4548E-03 -0.5250E+00  0.2652E-03      -1  -0.121E-01   20.00  0.8833E-03  0.1060E+00
  24   -69.0000    -139.628 0.3118   0.2722E+01  0.4576E-03 -0.5234E+00  0.2122E-03      -1  -0.120E-01   20.00  0.8833E-03  0.1060E+00
  25   -72.0000    -137.194 0.3130   0.2819E+01  0.4604E-03 -0.5204E+00  0.1592E-03      -1  -0.120E-01   20.00  0.8833E-03  0.1060E+00
  26   -75.0000    -134.736 0.3141   0.2917E+01  0.4633E-03 -0.5166E+00  0.1062E-03      -1  -0.119E-01   20.00  0.8833E-03  0.1060E+00
  27   -78.0000    -132.257 0.3153   0.3016E+01  0.4661E-03 -0.5130E+00  0.5309E-04      -1  -0.118E-01   20.00  0.8833E-03  0.1060E+00
  28   -81.0000    -129.757 0.3164   0.3115E+01  0.4690E-03 -0.5087E+00  0.0000E+00      -1  -0.117E-01   20.00  0.8833E-03  0.1060E+00
  29   -84.0000    -127.237 0.3176   0.3216E+01  0.4719E-03 -0.5036E+00  0.0000E+00      -1  -0.116E-01   20.00  0.8833E-03  0.1060E+00
  30   -87.0000    -124.697 0.3187   0.3317E+01  0.4749E-03 -0.4985E+00  0.0000E+00      -1  -0.115E-01   20.00  0.8833E-03  0.1060E+00
  31   -90.0000    -122.139 0.3199   0.3419E+01  0.4778E-03 -0.4930E+00  0.0000E+00      -1  -0.113E-01   20.00  0.8833E-03  0.1060E+00
  32   -93.0000    -119.561 0.3211   0.3545E+01  0.4804E-03 -0.4869E+00  0.0000E+00      -1  -0.112E-01   20.00  0.8833E-03  0.1060E+00
  33   -96.0000    -116.961 0.3224   0.3716E+01  0.4823E-03 -0.4810E+00  0.0000E+00      -1  -0.111E-01   20.00  0.8833E-03  0.1060E+00
  34   -99.0000    -114.338 0.3237   0.3889E+01  0.4841E-03 -0.4749E+00  0.0000E+00      -1  -0.109E-01   20.00  0.8833E-03  0.1060E+00
  35  -102.0000    -111.694 0.3250   0.4064E+01  0.4860E-03 -0.4684E+00  0.0000E+00      -1  -0.108E-01   20.00  0.8833E-03  0.1060E+00
  36  -105.0000    -109.030 0.3263   0.4240E+01  0.4879E-03 -0.4619E+00  0.0000E+00      -1  -0.106E-01   20.00  0.8833E-03  0.1060E+00
  37  -108.0000    -106.348 0.3276   0.4417E+01  0.4898E-03 -0.4562E+00  0.0000E+00      -1  -0.105E-01   20.00  0.8833E-03  0.1060E+00
  38  -111.0000    -103.650 0.3289   0.4595E+01  0.4917E-03 -0.4500E+00  0.0000E+00      -1  -0.104E-01   20.00  0.8833E-03  0.1060E+00
  39  -114.0000    -100.936 0.3303   0.4774E+01  0.4936E-03 -0.4438E+00  0.0000E+00      -1  -0.102E-01   20.00  0.8833E-03  0.1060E+00
  40  -117.0000     -98.208 0.3316   0.4954E+01  0.4956E-03 -0.4382E+00  0.0000E+00      -1  -0.101E-01   20.00  0.8833E-03  0.1060E+00
  41  -120.0000     -95.467 0.3330   0.5134E+01  0.4975E-03 -0.4322E+00  0.0000E+00      -1  -0.994E-02   20.00  0.8833E-03  0.1060E+00
  42  -123.0000     -92.711 0.3343   0.5414E+01  0.4974E-03 -0.4265E+00  0.0000E+00      -1  -0.981E-02   20.00  0.8833E-03  0.1060E+00
  43  -126.0000     -89.940 0.3357   0.5696E+01  0.4973E-03 -0.4212E+00  0.0000E+00      -1  -0.969E-02   20.00  0.8833E-03  0.1060E+00
  44  -129.0000     -87.155 0.3371   0.5979E+01  0.4971E-03 -0.4152E+00  0.0000E+00      -1  -0.955E-02   20.00  0.8833E-03  0.1060E+00
  45  -132.0000     -84.357 0.3385   0.6263E+01  0.4970E-03 -0.4110E+00  0.0000E+00      -1  -0.946E-02   20.00  0.8833E-03  0.1060E+00
  46  -135.0000     -81.549 0.3399   0.6548E+01  0.4969E-03 -0.4057E+00  0.0000E+00      -1  -0.933E-02   20.00  0.8833E-03  0.1060E+00
  47  -138.0000     -78.729 0.3413   0.6835E+01  0.4968E-03 -0.4008E+00  0.0000E+00      -1  -0.922E-02   20.00  0.8833E-03  0.1060E+00
  48  -141.0000     -75.901 0.3427   0.7122E+01  0.4966E-03 -0.3978E+00  0.0000E+00      -1  -0.915E-02   20.00  0.8833E-03  0.1060E+00
  49  -144.0000     -73.063 0.3441   0.7527E+01  0.4939E-03 -0.3924E+00  0.0000E+00      -1  -0.903E-02   20.00  0.8833E-03  0.1060E+00
  50  -147.0000     -70.214 0.3455   0.7945E+01  0.4909E-03 -0.3877E+00  0.0000E+00      -1  -0.892E-02   20.00  0.8833E-03  0.1060E+00
  51  -150.0000     -67.356 0.3469   0.8364E+01  0.4879E-03 -0.3845E+00  0.0000E+00      -1  -0.885E-02   20.00  0.8833E-03  0.1060E+00
  52  -153.0000     -64.490 0.3483   0.8785E+01  0.4848E-03 -0.3819E+00  0.0000E+00      -1  -0.879E-02   20.00  0.8833E-03  0.1060E+00
  53  -156.0000     -61.617 0.3497   0.9206E+01  0.4818E-03 -0.3778E+00  0.0000E+00      -1  -0.869E-02   20.00  0.8833E-03  0.1060E+00
  54  -159.0000     -58.736 0.3511   0.9694E+01  0.4773E-03 -0.3738E+00  0.0000E+00      -1  -0.860E-02   20.00  0.8833E-03  0.1060E+00
  55  -162.0000     -55.848 0.3524   0.1027E+02  0.4709E-03 -0.3712E+00  0.0000E+00      -1  -0.854E-02   20.00  0.8833E-03  0.1060E+00
  56  -165.0000     -52.953 0.3538   0.1085E+02  0.4644E-03 -0.3688E+00  0.0000E+00      -1  -0.848E-02   20.00  0.8833E-03  0.1060E+00
  57  -168.0000     -50.052 0.3551   0.1144E+02  0.4579E-03 -0.3659E+00  0.0000E+00      -1  -0.842E-02   20.00  0.8833E-03  0.1060E+00
  58  -171.0000     -47.145 0.3565   0.1204E+02  0.4509E-03 -0.3642E+00  0.0000E+00      -1  -0.838E-02   20.00  0.8833E-03  0.1060E+00
  59  -174.0000     -44.233 0.3578   0.1281E+02  0.4407E-03 -0.3625E+00  0.0000E+00      -1  -0.834E-02   20.00  0.8833E-03  0.1060E+00
  60  -177.0000     -41.315 0.3590   0.1357E+02  0.4304E-03 -0.3593E+00  0.0000E+00      -1  -0.827E-02   20.00  0.8833E-03  0.1060E+00
  61  -180.0000     -38.392 0.3603   0.1434E+02  0.4201E-03 -0.3567E+00  0.0000E+00      -1  -0.821E-02   20.00  0.8833E-03  0.1060E+00
  62  -183.0000     -35.464 0.3615   0.1526E+02  0.4070E-03 -0.3533E+00  0.0000E+00      -1  -0.813E-02   20.00  0.8833E-03  0.1060E+00
  63  -186.0000     -32.531 0.3627   0.1623E+02  0.3928E-03 -0.3541E+00  0.0000E+00      -1  -0.815E-02   20.00  0.8833E-03  0.1060E+00
  64  -189.0000     -29.595 0.3638   0.1722E+02  0.3783E-03 -0.3535E+00  0.0000E+00      -1  -0.813E-02   20.00  0.8833E-03  0.1060E+00
  65  -192.0000     -26.654 0.3649   0.1841E+02  0.3602E-03 -0.3494E+00  0.0000E+00      -1  -0.804E-02   20.00  0.8833E-03  0.1060E+00
  66  -195.0000     -23.709 0.3660   0.1961E+02  0.3420E-03 -0.3504E+00  0.0000E+00      -1  -0.806E-02   20.00  0.8833E-03  0.1060E+00
  67  -198.0000     -20.761 0.3669   0.2104E+02  0.3200E-03 -0.3469E+00  0.0000E+00      -1  -0.798E-02   20.00  0.8833E-03  0.1060E+00
  68  -201.0000     -17.808 0.3679   0.2256E+02  0.2967E-03 -0.3463E+00  0.0000E+00      -1  -0.797E-02   20.00  0.8833E-03  0.1060E+00
  69  -204.0000     -14.853 0.3687   0.2426E+02  0.2706E-03 -0.3481E+00  0.0000E+00      -1  -0.801E-02   20.00  0.8833E-03  0.1060E+00
