 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:   3. 3.2022    Time:  23: 1:59
 Units: L = cm   , T = days , M = mg   

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

       0.0100  0.46995E-01  0.20502E-02  0.47002E-01  0.20457E-02  0.14650E+03  0.46995E-03  0.20502E-04  0.47002E-03  0.20457E-04  0.14650E+01 -0.10968E+03 -0.10396E+03  0.61618E+02  0.00000E+00  0.00000E+00  0.10068E+03  0.54068E-04  0.52409E-03      1  0.00000E+00      0.000
       0.0156  0.39329E-01  0.20502E-02  0.39328E-01  0.20454E-02  0.62019E+02  0.68835E-03  0.31887E-04  0.68841E-03  0.31816E-04  0.18094E+01 -0.11282E+03 -0.10618E+03  0.61618E+02  0.00000E+00  0.00000E+00  0.10103E+03  0.12666E-03  0.81507E-03      2  0.00000E+00      0.000
       0.0211  0.28344E-01  0.20502E-02  0.28338E-01  0.20452E-02  0.45393E+02  0.84574E-03  0.43272E-04  0.84577E-03  0.43172E-04  0.20615E+01 -0.11523E+03 -0.10819E+03  0.61618E+02  0.00000E+00  0.00000E+00  0.10128E+03  0.26025E-03  0.11060E-02      3  0.00000E+00      0.000
       0.0283  0.91238E-02  0.20502E-02  0.91259E-02  0.20448E-02  0.34748E+02  0.91161E-03  0.58072E-04  0.91165E-03  0.57934E-04  0.23123E+01 -0.11777E+03 -0.11048E+03  0.61618E+02  0.00000E+00  0.00000E+00  0.10153E+03  0.57267E-03  0.14843E-02      4  0.00000E+00      0.000
       0.0377 -0.24148E-01  0.20502E-02 -0.24152E-01  0.20445E-02  0.26878E+02  0.68499E-03  0.77312E-04  0.68499E-03  0.77120E-04  0.25646E+01 -0.12048E+03 -0.11303E+03  0.61618E+02  0.00000E+00  0.00000E+00  0.10178E+03  0.12911E-02  0.19761E-02      5  0.00000E+00      0.000
       0.0499 -0.81221E-01  0.20502E-02 -0.81223E-01  0.20440E-02  0.20628E+02 -0.30590E-03  0.10232E-03 -0.30592E-03  0.10206E-03  0.28162E+01 -0.12339E+03 -0.11587E+03  0.61618E+02  0.00000E+00  0.00000E+00  0.10204E+03  0.29213E-02  0.26154E-02      6  0.00000E+00      0.000
       0.0658 -0.17824E+00  0.20502E-02 -0.17824E+00  0.20435E-02  0.15530E+02 -0.31327E-02  0.13484E-03 -0.31328E-02  0.13447E-03  0.30625E+01 -0.12642E+03 -0.11896E+03  0.61618E+02  0.00000E+00  0.00000E+00  0.10229E+03  0.65793E-02  0.34465E-02      7  0.00000E+00      0.000
       0.0864 -0.34141E+00  0.20502E-02 -0.34141E+00  0.20429E-02  0.11308E+02 -0.10172E-01  0.17711E-03 -0.10172E-01  0.17659E-03  0.32957E+01 -0.12941E+03 -0.12219E+03  0.61618E+02  0.00000E+00  0.00000E+00  0.10253E+03  0.14699E-01  0.45269E-02      8  0.00000E+00      0.000
