 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:   3. 3.2022    Time:  23: 2:30
 Units: L = cm   , T = days , M = mg   

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

       0.0100  0.10725E-01  0.55219E-01  0.10727E-01  0.54362E-01  0.15337E+01  0.10725E-03  0.55219E-03  0.10727E-03  0.54362E-03  0.15337E-01 -0.23558E+03 -0.18616E+03  0.88573E+02  0.00000E+00  0.00000E+00  0.10131E+03  0.17759E-05  0.10904E-03      1  0.00000E+00      0.000
       0.0200  0.10193E-01  0.55219E-01  0.10194E-01  0.54364E-01  0.13412E+01  0.20917E-03  0.11044E-02  0.20920E-03  0.10873E-02  0.28749E-01 -0.23543E+03 -0.18608E+03  0.88573E+02  0.00000E+00  0.00000E+00  0.10132E+03  0.88727E-05  0.21807E-03      2  0.00000E+00      0.000
       0.0330  0.89745E-02  0.55219E-01  0.89762E-02  0.54366E-01  0.11577E+01  0.32584E-03  0.18222E-02  0.32589E-03  0.17940E-02  0.43799E-01 -0.23519E+03 -0.18596E+03  0.88573E+02  0.00000E+00  0.00000E+00  0.10134E+03  0.33933E-04  0.35982E-03      3  0.00000E+00      0.000
       0.0499  0.65148E-02  0.55219E-01  0.65150E-02  0.54368E-01  0.10366E+01  0.43594E-03  0.27554E-02  0.43599E-03  0.27128E-02  0.61317E-01 -0.23488E+03 -0.18581E+03  0.88573E+02  0.00000E+00  0.00000E+00  0.10135E+03  0.10808E-03  0.54408E-03      4  0.00000E+00      0.000
       0.0719  0.18808E-02  0.55219E-01  0.18810E-02  0.54372E-01  0.93000E+00  0.47726E-03  0.39686E-02  0.47732E-03  0.39074E-02  0.81749E-01 -0.23446E+03 -0.18560E+03  0.88573E+02  0.00000E+00  0.00000E+00  0.10137E+03  0.30628E-03  0.78360E-03      5  0.00000E+00      0.000
       0.1004 -0.64297E-02  0.55219E-01 -0.64302E-02  0.54376E-01  0.84224E+00  0.29362E-03  0.55457E-02  0.29367E-03  0.54604E-02  0.10580E+00 -0.23389E+03 -0.18534E+03  0.88573E+02  0.00000E+00  0.00000E+00  0.10140E+03  0.80131E-03  0.10950E-02      6  0.00000E+00      0.000
       0.1376 -0.20673E-01  0.55219E-01 -0.20673E-01  0.54382E-01  0.76553E+00 -0.47396E-03  0.75959E-02 -0.47391E-03  0.74796E-02  0.13423E+00 -0.23310E+03 -0.18497E+03  0.88573E+02  0.00000E+00  0.00000E+00  0.10142E+03  0.19737E-02  0.14998E-02      7  0.00000E+00      0.000
       0.1858 -0.43785E-01  0.55219E-01 -0.43784E-01  0.54390E-01  0.69877E+00 -0.25874E-02  0.10261E-01 -0.25873E-02  0.10105E-01  0.16796E+00 -0.23198E+03 -0.18447E+03  0.88573E+02  0.00000E+00  0.00000E+00  0.10146E+03  0.46133E-02  0.20260E-02      8  0.00000E+00      0.000
