 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  29. 3.2022    Time:  17:28:23
 Units: L = cm   , T = days , M = mg   

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

       0.0100  0.22971E-01  0.69484E-02  0.22976E-01  0.69480E-02 -0.18503E+00  0.22971E-03  0.69484E-04  0.22976E-03  0.69480E-04 -0.18503E-02 -0.53430E+02 -0.10188E+02  0.24518E+03  0.00000E+00  0.00000E+00  0.11100E+03  0.78931E-05  0.23766E-03      1  0.00000E+00      0.000
       0.0200  0.20606E-01  0.69484E-02  0.20612E-01  0.69480E-02 -0.17397E+00  0.43578E-03  0.13897E-03  0.43588E-03  0.13896E-03 -0.35900E-02 -0.53555E+02 -0.10265E+02  0.24518E+03  0.00000E+00  0.00000E+00  0.11100E+03  0.39434E-04  0.47532E-03      2  0.00000E+00      0.000
       0.0330  0.15193E-01  0.69484E-02  0.15190E-01  0.69480E-02 -0.15629E+00  0.63329E-03  0.22930E-03  0.63335E-03  0.22928E-03 -0.56218E-02 -0.53709E+02 -0.10378E+02  0.24518E+03  0.00000E+00  0.00000E+00  0.11100E+03  0.15081E-03  0.78416E-03      3  0.00000E+00      0.000
       0.0499  0.42608E-02  0.69484E-02  0.42612E-02  0.69480E-02 -0.13640E+00  0.70529E-03  0.34672E-03  0.70537E-03  0.34671E-03 -0.79269E-02 -0.53846E+02 -0.10500E+02  0.24518E+03  0.00000E+00  0.00000E+00  0.11100E+03  0.48036E-03  0.11857E-02      4  0.00000E+00      0.000
       0.0719 -0.16335E-01  0.69484E-02 -0.16335E-01  0.69480E-02 -0.11606E+00  0.34642E-03  0.49938E-03  0.34648E-03  0.49935E-03 -0.10477E-01 -0.53965E+02 -0.10621E+02  0.24518E+03  0.00000E+00  0.00000E+00  0.11100E+03  0.13613E-02  0.17077E-02      5  0.00000E+00      0.000
       0.1004 -0.53270E-01  0.69484E-02 -0.53267E-01  0.69480E-02 -0.10102E+00 -0.11750E-02  0.69783E-03 -0.11749E-02  0.69780E-03 -0.13362E-01 -0.54018E+02 -0.10705E+02  0.24518E+03  0.00000E+00  0.00000E+00  0.11099E+03  0.35612E-02  0.23864E-02      6  0.00000E+00      0.000
       0.1376 -0.11658E+00  0.69484E-02 -0.11657E+00  0.69480E-02 -0.10058E+00 -0.55034E-02  0.95582E-03 -0.55030E-02  0.95577E-03 -0.17097E-01 -0.53930E+02 -0.10701E+02  0.24518E+03  0.00000E+00  0.00000E+00  0.11099E+03  0.87716E-02  0.32686E-02      7  0.00000E+00      0.000
       0.1858 -0.21929E+00  0.69484E-02 -0.21929E+00  0.69480E-02 -0.12799E+00 -0.16088E-01  0.12912E-02 -0.16088E-01  0.12911E-02 -0.23275E-01 -0.53581E+02 -0.10520E+02  0.24518E+03  0.00000E+00  0.00000E+00  0.11100E+03  0.20503E-01  0.44155E-02      8  0.00000E+00      0.000
