 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 3.2022    Time:   8:58:46
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100      -93.11  0.3341  0.3422E-01  0.1062E-02        -71.92  0.3447  0.8468E-01  0.9667E-03        -53.70  0.3534  0.1431E+00  0.8850E-03
          0.0230      -93.04  0.3342  0.3422E-01  0.1062E-02        -71.83  0.3447  0.1003E+00  0.9667E-03        -53.56  0.3535  0.1800E+00  0.8850E-03
          0.0399      -92.91  0.3342  0.3421E-01  0.1062E-02        -71.68  0.3448  0.1189E+00  0.9667E-03        -53.36  0.3536  0.2117E+00  0.8850E-03
          0.0619      -92.72  0.3343  0.3421E-01  0.1062E-02        -71.46  0.3449  0.1309E+00  0.9667E-03        -53.12  0.3537  0.2221E+00  0.8850E-03
          0.0904      -92.45  0.3345  0.3421E-01  0.1062E-02        -71.19  0.3450  0.1339E+00  0.9667E-03        -52.85  0.3538  0.2181E+00  0.8850E-03
          0.1276      -92.12  0.3346  0.3422E-01  0.1062E-02        -70.87  0.3452  0.1280E+00  0.9667E-03        -52.54  0.3540  0.2020E+00  0.8850E-03
          0.1758      -91.74  0.3348  0.3422E-01  0.1062E-02        -70.50  0.3454  0.1161E+00  0.9667E-03        -52.22  0.3541  0.1787E+00  0.8850E-03
          0.2386      -91.33  0.3350  0.3422E-01  0.1062E-02        -70.12  0.3455  0.1011E+00  0.9667E-03        -51.88  0.3543  0.1518E+00  0.8850E-03
          0.3232      -91.64  0.3349  0.1740E+00  0.1063E-02        -70.10  0.3456  0.1674E+00  0.9668E-03        -51.77  0.3544  0.1788E+00  0.8850E-03
          0.4360      -92.67  0.3344  0.3608E+00  0.1065E-02        -70.63  0.3453  0.2937E+00  0.9669E-03        -52.09  0.3542  0.2664E+00  0.8851E-03
          0.5770      -93.05  0.3341  0.3471E+00  0.1065E-02        -70.98  0.3451  0.3173E+00  0.9669E-03        -52.37  0.3541  0.3009E+00  0.8851E-03
          0.7885      -91.09  0.3350  0.3421E-01  0.1063E-02        -69.87  0.3456  0.1063E+00  0.9668E-03        -51.62  0.3544  0.1457E+00  0.8850E-03
          1.0000      -90.55  0.3355  0.3422E-01  0.1063E-02        -69.38  0.3459  0.7456E-01  0.9668E-03        -51.21  0.3546  0.1007E+00  0.8851E-03
end
