 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  29. 3.2022    Time:  17:27:30
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -233.51  0.2745  0.6314E-01  0.1035E-02       -210.47  0.2828  0.1310E+00  0.9559E-03       -190.41  0.2901  0.1434E+00  0.8834E-03
          0.0230     -233.43  0.2745  0.6314E-01  0.1035E-02       -210.44  0.2828  0.1261E+00  0.9559E-03       -190.45  0.2901  0.1387E+00  0.8834E-03
          0.0399     -233.31  0.2746  0.6314E-01  0.1035E-02       -210.40  0.2828  0.1197E+00  0.9559E-03       -190.51  0.2901  0.1323E+00  0.8834E-03
          0.0619     -233.19  0.2746  0.6314E-01  0.1035E-02       -210.37  0.2828  0.1129E+00  0.9559E-03       -190.58  0.2900  0.1251E+00  0.8834E-03
          0.0904     -233.07  0.2746  0.6314E-01  0.1035E-02       -210.33  0.2828  0.1055E+00  0.9559E-03       -190.67  0.2900  0.1169E+00  0.8834E-03
          0.1276     -232.96  0.2747  0.6314E-01  0.1035E-02       -210.31  0.2828  0.9777E-01  0.9559E-03       -190.78  0.2899  0.1078E+00  0.8834E-03
          0.1758     -232.88  0.2747  0.6314E-01  0.1035E-02       -210.32  0.2828  0.8993E-01  0.9559E-03       -190.91  0.2899  0.9786E-01  0.8834E-03
          0.2386     -232.84  0.2747  0.6314E-01  0.1035E-02       -210.37  0.2828  0.8219E-01  0.9559E-03       -191.10  0.2898  0.8742E-01  0.8834E-03
          0.3232     -237.20  0.2733  0.3211E+00  0.1038E-02       -211.56  0.2824  0.1482E+00  0.9560E-03       -191.72  0.2896  0.1055E+00  0.8834E-03
          0.4360     -247.68  0.2698  0.6657E+00  0.1041E-02       -216.09  0.2809  0.3099E+00  0.9563E-03       -194.18  0.2887  0.2134E+00  0.8834E-03
          0.5770     -256.51  0.2670  0.6405E+00  0.1042E-02       -222.66  0.2784  0.4167E+00  0.9563E-03       -198.48  0.2871  0.3501E+00  0.8835E-03
          0.7885     -250.07  0.2690  0.6314E-01  0.1037E-02       -225.19  0.2775  0.2686E+00  0.9560E-03       -201.95  0.2858  0.3447E+00  0.8834E-03
          1.0000     -246.81  0.2701  0.6314E-01  0.1037E-02       -222.84  0.2782  0.1791E+00  0.9561E-03       -201.41  0.2859  0.2292E+00  0.8834E-03
end
