 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  29. 3.2022    Time:  17:26:36
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -245.70  0.2703  0.3358E-01  0.9773E-03       -223.63  0.2780  0.7429E-01  0.9342E-03       -203.98  0.2851  0.1192E+00  0.8834E-03
          0.0230     -245.71  0.2703  0.3358E-01  0.9775E-03       -223.63  0.2780  0.7357E-01  0.9342E-03       -204.01  0.2851  0.1159E+00  0.8834E-03
          0.0399     -245.73  0.2703  0.3358E-01  0.9774E-03       -223.63  0.2780  0.7241E-01  0.9342E-03       -204.06  0.2851  0.1116E+00  0.8834E-03
          0.0619     -245.74  0.2703  0.3358E-01  0.9775E-03       -223.65  0.2780  0.7076E-01  0.9342E-03       -204.14  0.2851  0.1069E+00  0.8834E-03
          0.0904     -245.76  0.2703  0.3358E-01  0.9774E-03       -223.69  0.2780  0.6839E-01  0.9342E-03       -204.24  0.2850  0.1015E+00  0.8834E-03
          0.1276     -245.80  0.2703  0.3358E-01  0.9775E-03       -223.76  0.2780  0.6527E-01  0.9342E-03       -204.38  0.2850  0.9550E-01  0.8834E-03
          0.1758     -245.87  0.2703  0.3358E-01  0.9775E-03       -223.87  0.2780  0.6140E-01  0.9342E-03       -204.59  0.2849  0.8877E-01  0.8834E-03
          0.2386     -246.00  0.2702  0.3358E-01  0.9775E-03       -224.06  0.2779  0.5687E-01  0.9342E-03       -204.87  0.2848  0.8118E-01  0.8834E-03
          0.3232     -248.83  0.2695  0.1708E+00  0.9796E-03       -224.94  0.2776  0.8860E-01  0.9342E-03       -205.47  0.2846  0.8609E-01  0.8834E-03
          0.4360     -257.25  0.2670  0.3541E+00  0.9824E-03       -230.29  0.2758  0.1704E+00  0.9344E-03       -209.29  0.2833  0.1717E+00  0.8835E-03
          0.5770     -268.57  0.2635  0.3406E+00  0.9825E-03       -240.97  0.2719  0.2393E+00  0.9345E-03       -217.46  0.2804  0.3148E+00  0.8836E-03
          0.7885     -273.03  0.2618  0.3358E-01  0.9788E-03       -250.60  0.2687  0.1856E+00  0.9343E-03       -226.07  0.2770  0.3750E+00  0.8836E-03
          1.0000     -271.40  0.2626  0.3358E-01  0.9788E-03       -247.64  0.2697  0.1658E+00  0.9342E-03       -224.73  0.2776  0.2873E+00  0.8834E-03
end
