 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:   4. 3.2022    Time:  19:31:49
 Units: L = cm   , T = days , M = mg   



                               Node(  1)                                 Node(  8)                                 Node( 14)

         time            h        theta    Flux     Conc              h        theta    Flux     Conc              h        theta    Flux     Conc     
          0.0100     -143.93  0.3099  0.5823E-01  0.9554E-02       -126.98  0.3177 -0.1182E+01  0.9243E-02       -117.38  0.3223 -0.2021E+01  0.8848E-02
          0.0200     -145.05  0.3093  0.5498E-01  0.9590E-02       -127.95  0.3172 -0.1126E+01  0.9242E-02       -118.11  0.3219 -0.1943E+01  0.8846E-02
          0.0330     -146.65  0.3086  0.4754E-01  0.9627E-02       -129.36  0.3166 -0.1057E+01  0.9240E-02       -119.20  0.3213 -0.1845E+01  0.8844E-02
          0.0499     -148.43  0.3078  0.3250E-01  0.9662E-02       -131.01  0.3158 -0.9878E+00  0.9238E-02       -120.51  0.3207 -0.1736E+01  0.8842E-02
          0.0719     -150.53  0.3068  0.4187E-02  0.9687E-02       -133.04  0.3149 -0.9178E+00  0.9236E-02       -122.18  0.3199 -0.1619E+01  0.8839E-02
          0.1004     -152.83  0.3058 -0.4661E-01  0.9690E-02       -135.39  0.3138 -0.8547E+00  0.9233E-02       -124.20  0.3190 -0.1499E+01  0.8836E-02
          0.1376     -155.23  0.3048 -0.1336E+00  0.9656E-02       -138.07  0.3126 -0.8065E+00  0.9231E-02       -126.59  0.3179 -0.1381E+01  0.8833E-02
          0.1858     -157.40  0.3038 -0.2749E+00  0.9576E-02       -140.93  0.3112 -0.7890E+00  0.9230E-02       -129.31  0.3166 -0.1277E+01  0.8830E-02
          0.2358     -158.79  0.3033 -0.4418E+00  0.9482E-02       -143.29  0.3101 -0.8082E+00  0.9232E-02       -131.74  0.3155 -0.1212E+01  0.8828E-02
          0.2858     -160.15  0.3027 -0.5211E+00  0.9414E-02       -145.29  0.3092 -0.8256E+00  0.9236E-02       -133.84  0.3145 -0.1168E+01  0.8828E-02
          0.3358     -162.09  0.3019 -0.4834E+00  0.9391E-02       -147.23  0.3083 -0.8076E+00  0.9240E-02       -135.77  0.3136 -0.1124E+01  0.8828E-02
          0.3858     -164.14  0.3011 -0.4523E+00  0.9392E-02       -149.18  0.3074 -0.7704E+00  0.9242E-02       -137.60  0.3128 -0.1075E+01  0.8829E-02
          0.4358     -166.21  0.3002 -0.4307E+00  0.9396E-02       -151.11  0.3065 -0.7265E+00  0.9244E-02       -139.37  0.3120 -0.1022E+01  0.8829E-02
          0.4858     -168.18  0.2994 -0.4209E+00  0.9399E-02       -152.99  0.3057 -0.6876E+00  0.9244E-02       -141.08  0.3112 -0.9700E+00  0.8829E-02
          0.5358     -169.97  0.2986 -0.4236E+00  0.9399E-02       -154.77  0.3050 -0.6591E+00  0.9244E-02       -142.73  0.3104 -0.9234E+00  0.8828E-02
          0.5858     -171.52  0.2980 -0.4387E+00  0.9393E-02       -156.41  0.3043 -0.6424E+00  0.9244E-02       -144.29  0.3097 -0.8849E+00  0.8828E-02
          0.6358     -172.80  0.2974 -0.4648E+00  0.9383E-02       -157.86  0.3037 -0.6377E+00  0.9244E-02       -145.73  0.3090 -0.8560E+00  0.8828E-02
          0.6858     -173.78  0.2970 -0.4991E+00  0.9368E-02       -159.12  0.3032 -0.6446E+00  0.9244E-02       -147.04  0.3084 -0.8375E+00  0.8827E-02
          0.7358     -174.48  0.2967 -0.5385E+00  0.9351E-02       -160.15  0.3027 -0.6613E+00  0.9244E-02       -148.21  0.3079 -0.8294E+00  0.8827E-02
          0.7858     -176.68  0.2959 -0.3679E+00  0.9372E-02       -161.43  0.3022 -0.6263E+00  0.9244E-02       -149.38  0.3073 -0.8078E+00  0.8828E-02
          0.8358     -179.36  0.2947 -0.2082E+00  0.9428E-02       -162.99  0.3015 -0.5600E+00  0.9241E-02       -150.62  0.3068 -0.7682E+00  0.8828E-02
          0.8858     -182.35  0.2935 -0.7624E-01  0.9496E-02       -164.82  0.3008 -0.4789E+00  0.9236E-02       -151.98  0.3061 -0.7139E+00  0.8829E-02
          0.9358     -185.27  0.2922  0.1521E-01  0.9572E-02       -166.77  0.3000 -0.4019E+00  0.9231E-02       -153.44  0.3055 -0.6546E+00  0.8828E-02
          0.9679     -187.02  0.2915  0.4817E-01  0.9624E-02       -168.04  0.2994 -0.3579E+00  0.9227E-02       -154.40  0.3051 -0.6170E+00  0.8827E-02
          1.0000     -188.59  0.2908  0.5931E-01  0.9670E-02       -169.29  0.2989 -0.3224E+00  0.9224E-02       -155.38  0.3047 -0.5820E+00  0.8827E-02
end
