 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:   4. 3.2022    Time:  19:31:46
 Units: L = cm   , T = days , M = mg   

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

       0.0100  0.14829E+00  0.13791E-01  0.14829E+00  0.13462E-01  0.36698E-01  0.14829E-02  0.13791E-03  0.14829E-02  0.13462E-03  0.36698E-03 -0.24697E+03 -0.23081E+03  0.42163E+02  0.00000E+00  0.00000E+00  0.98693E+02  0.39465E-04  0.15224E-02      1  0.00000E+00      0.000
       0.0200  0.13647E+00  0.13791E-01  0.13647E+00  0.13462E-01 -0.13363E+00  0.28476E-02  0.27583E-03  0.28476E-02  0.26923E-03 -0.96933E-03 -0.24687E+03 -0.23082E+03  0.42163E+02  0.00000E+00  0.00000E+00  0.98690E+02  0.19717E-03  0.30448E-02      2  0.00000E+00      0.000
       0.0330  0.10940E+00  0.13791E-01  0.10940E+00  0.13462E-01 -0.27141E+00  0.42698E-02  0.45512E-03  0.42698E-02  0.44423E-03 -0.44976E-02 -0.24660E+03 -0.23083E+03  0.42163E+02  0.00000E+00  0.00000E+00  0.98685E+02  0.75407E-03  0.50239E-02      3  0.00000E+00      0.000
       0.0499  0.54741E-01  0.13791E-01  0.54742E-01  0.13462E-01 -0.34270E+00  0.51950E-02  0.68819E-03  0.51950E-02  0.67174E-03 -0.10289E-01 -0.24598E+03 -0.23077E+03  0.42163E+02  0.00000E+00  0.00000E+00  0.98678E+02  0.24018E-02  0.75968E-02      4  0.00000E+00      0.000
       0.0719 -0.48236E-01  0.13791E-01 -0.48237E-01  0.13463E-01 -0.39614E+00  0.41352E-02  0.99119E-03  0.41352E-02  0.96753E-03 -0.18992E-01 -0.24465E+03 -0.23053E+03  0.42163E+02  0.00000E+00  0.00000E+00  0.98670E+02  0.68063E-02  0.10941E-01      5  0.00000E+00      0.000
       0.1004 -0.23292E+00  0.13791E-01 -0.23291E+00  0.13467E-01 -0.43007E+00 -0.25171E-02  0.13851E-02 -0.25170E-02  0.13522E-02 -0.31276E-01 -0.24196E+03 -0.22982E+03  0.42163E+02  0.00000E+00  0.00000E+00  0.98664E+02  0.17807E-01  0.15290E-01      6  0.00000E+00      0.000
       0.1376 -0.54944E+00  0.13791E-01 -0.54944E+00  0.13475E-01 -0.45063E+00 -0.22917E-01  0.18971E-02 -0.22917E-01  0.18525E-02 -0.48007E-01 -0.23686E+03 -0.22800E+03  0.42163E+02  0.00000E+00  0.00000E+00  0.98667E+02  0.43859E-01  0.20942E-01      7  0.00000E+00      0.000
       0.1858 -0.10630E+01  0.13791E-01 -0.10630E+01  0.13493E-01 -0.45804E+00 -0.74228E-01  0.25628E-02 -0.74228E-01  0.25038E-02 -0.70116E-01 -0.22753E+03 -0.22378E+03  0.42163E+02  0.00000E+00  0.00000E+00  0.98695E+02  0.10252E+00  0.28290E-01      8  0.00000E+00      0.000
