 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  28. 3.2022    Time:   9:26:16
 Units: L = cm   , T = days , M = mg   

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

       0.0100  0.46130E-01  0.85702E-02  0.46128E-01  0.84793E-02  0.19122E+00  0.46130E-03  0.85702E-04  0.46128E-03  0.84793E-04  0.19122E-02 -0.19117E+03 -0.17380E+03  0.68552E+02  0.00000E+00  0.00000E+00  0.10189E+03  0.16773E-04  0.47805E-03      1  0.00000E+00      0.000
       0.0200  0.41105E-01  0.85702E-02  0.41104E-01  0.84787E-02 -0.29623E-01  0.87235E-03  0.17140E-03  0.87231E-03  0.16958E-03  0.16160E-02 -0.19159E+03 -0.17417E+03  0.68552E+02  0.00000E+00  0.00000E+00  0.10189E+03  0.83798E-04  0.95611E-03      2  0.00000E+00      0.000
       0.0330  0.29601E-01  0.85702E-02  0.29605E-01  0.84778E-02 -0.23079E+00  0.12572E-02  0.28282E-03  0.12572E-02  0.27979E-03 -0.13843E-02 -0.19219E+03 -0.17472E+03  0.68552E+02  0.00000E+00  0.00000E+00  0.10188E+03  0.32048E-03  0.15777E-02      3  0.00000E+00      0.000
       0.0499  0.63706E-02  0.85702E-02  0.63715E-02  0.84768E-02 -0.35922E+00  0.13648E-02  0.42765E-03  0.13649E-02  0.42305E-03 -0.74552E-02 -0.19281E+03 -0.17536E+03  0.68552E+02  0.00000E+00  0.00000E+00  0.10188E+03  0.10208E-02  0.23856E-02      4  0.00000E+00      0.000
       0.0719 -0.37395E-01  0.85702E-02 -0.37398E-01  0.84756E-02 -0.46754E+00  0.54327E-03  0.61594E-03  0.54323E-03  0.60926E-03 -0.17727E-01 -0.19339E+03 -0.17611E+03  0.68552E+02  0.00000E+00  0.00000E+00  0.10187E+03  0.28927E-02  0.34360E-02      5  0.00000E+00      0.000
       0.1004 -0.11588E+00  0.85702E-02 -0.11588E+00  0.84744E-02 -0.55199E+00 -0.27665E-02  0.86071E-03 -0.27665E-02  0.85130E-03 -0.33492E-01 -0.19373E+03 -0.17691E+03  0.68552E+02  0.00000E+00  0.00000E+00  0.10185E+03  0.75679E-02  0.48014E-02      6  0.00000E+00      0.000
       0.1376 -0.25041E+00  0.85702E-02 -0.25041E+00  0.84734E-02 -0.62107E+00 -0.12064E-01  0.11789E-02 -0.12064E-01  0.11659E-02 -0.56552E-01 -0.19346E+03 -0.17761E+03  0.68552E+02  0.00000E+00  0.00000E+00  0.10184E+03  0.18640E-01  0.65765E-02      7  0.00000E+00      0.000
       0.1858 -0.46868E+00  0.85702E-02 -0.46868E+00  0.84732E-02 -0.67401E+00 -0.34686E-01  0.15926E-02 -0.34686E-01  0.15749E-02 -0.89086E-01 -0.19196E+03 -0.17788E+03  0.68552E+02  0.00000E+00  0.00000E+00  0.10183E+03  0.43571E-01  0.88840E-02      8  0.00000E+00      0.000
